0,007
0,009
0,009
0,009
0,010
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,011
0,009
0,009
0,009
0,010
0,009
0,009
0,010
0,009
0,010
0,009
0,009
0,009
0,009
0,009
0,009
0,008
0,009
0,009
0,019
0,009
0,009
0,009
0,009
0,009
0,010
0,009
0,009
0,009
2,519
0,009
0,010
0,008
0,009
0,010
0,009
0,011
0,010
0,010
0,009
0,010
0,009
0,009
0,042
0,009
0,009
0,009
0,010
0,010
0,011
0,009
0,010
0,008
0,010
0,009
0,009
0,010
0,009
0,009
0,009
0,019
0,009
0,009
0,013
0,010
0,009
0,009
0,009
0,010
0,009
0,009
0,008
0,010
0,043
0,008
0,009
0,009
0,009
0,009
0,009
0,010
0,009
0,008
0,011
0,009
0,009
0,009
0,009
0,008
0,009
0,009
0,009
0,009
0,009
0,009
0,010
0,011
0,010
0,009
0,009
0,008
0,011
0,011
0,011
0,010
0,010
0,011
0,009
0,010
0,009
0,009
0,009
0,009
0,011
0,009
0,011
0,011
0,010
0,009
0,009
0,010
0,010
0,012
0,010
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,008
0,009
0,010
0,009
0,008
0,010
0,009
0,008
0,010
0,009
0,010
0,009
0,009
0,009
0,009
0,009
0,010
0,923
0,009
0,009
0,010
0,010
0,009
0,010
0,009
0,009
0,009
0,009
0,010
0,010
0,009
0,010
0,009
0,011
0,009
0,009
0,009
0,009
0,034
0,009
0,009
0,098
0,009
0,009
0,008
0,009
0,011
0,011
0,041
0,011
0,010
0,009
0,009
0,008
0,009
0,049
0,009
0,010
0,009
0,011
0,009
0,008
0,009
0,009
0,011
0,009
0,012
0,009
0,009
0,008
0,009
0,009
0,009
0,008
0,009
0,010
0,009
0,009
0,010
0,010
0,009
0,009
0,008
0,009
0,009
0,010
0,010
0,010
0,009
0,009
0,010
0,010
0,009
0,010
0,008
0,009
0,009
0,019
0,009
0,009
0,009
0,009
0,011
0,009
0,010
0,009
0,010
0,010
0,009
0,008
0,079
0,008
0,014
0,008
0,009
0,009
0,010
0,009
0,009
0,009
0,009
0,010
0,010
0,010
0,010
0,009
0,010
0,009
0,009
0,010
0,009
0,009
0,009
0,039
0,009
0,009
0,010
0,009
0,011
0,009
0,008
0,008
0,009
0,009
0,009
0,009
0,010
0,009
0,011
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,010
0,010
0,009
0,009
0,010
0,009
0,009
0,009
0,009
0,010
0,009
0,012
0,010
0,009
0,009
0,010
0,010
0,010
0,009
0,010
0,009
0,009
0,009
0,008
0,010
0,029
0,010
0,011
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,008
0,009
0,008
0,009
0,010
0,010
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,010
0,009
0,010
0,010
0,009
0,009
0,010
0,008
0,010
0,009
0,010
0,009
0,010
0,009
0,009
0,010
0,009
0,008
0,038
0,010
0,011
0,010
0,010
0,010
0,009
0,010
0,008
0,010
0,009
0,009
0,009
0,008
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,010
0,009
0,009
0,009
0,009
0,028
0,009
0,009
0,009
0,009
0,009
0,058
0,009
0,031
0,010
0,009
0,009
0,009
0,010
0,010
0,009
0,009
0,009
0,010
0,009
0,009
0,009
0,011
0,009
0,009
0,009
0,009
0,010
0,009
0,009
0,009
0,009
0,008
0,009
0,009
0,027
0,008
0,009
0,009
0,009
0,010
0,009
0,009
0,009
0,010
0,010
0,009
0,009
0,009
0,010
0,009
0,010
0,008
0,010
0,009
0,009
0,009
0,009
0,009
0,009
0,010
0,011
0,009
0,009
0,010
0,009
0,010
0,010
0,010
0,009
0,009
0,009
0,009
0,009
0,008
0,010
0,009
0,010
0,010
0,009
0,010
0,009
0,010
0,009
0,009
0,010
0,010
0,009
0,009
0,010
0,009
0,008
0,009
0,009
0,009
0,009
0,010
0,011
0,028
0,009
0,010
0,009
0,010
0,011
0,009
0,009
0,009
0,010
0,009
0,009
0,009
0,009
0,008
0,009
0,010
0,008
0,009
0,008
0,009
0,009
0,009
0,009
0,010
0,009
0,010
0,009
0,009
0,010
0,009
0,010
0,009
0,009
0,010
0,010
0,008
0,009
0,010
0,009
0,009
0,009
0,009
0,011
0,009
0,010
0,009
0,009
0,009
0,010
0,009
0,009
0,008
0,029
0,012
0,011
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,013
0,009
0,010
0,009
0,009
0,009
0,009
0,009
0,009
0,009
0,008
0,009
0,009
0,009
0,009
0,010
0,012
0,018
0,009
0,009
0,010
0,009
0,009
